hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp
Kepler-1719,,5707,1.58,,,,4.08,,,,
Kepler-1719,,5687,1.77,1.08,0.04,,3.97,,0.2582,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,1.9866,,
Kepler-172,,5540,0.97,0.85,,,4.39,12.7,,,
Kepler-172,,,,,,,,,,,
Kepler-172,,,,,,,,,,,
Kepler-172,,5355,1.07,,0.012,,4.39,,,,
Kepler-172,,5599,1.03,1,0.23,,4.41,6.46,,,
Kepler-172,,5613,1.06,,,,,,,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,1.5974,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,1.9866,,
Kepler-172,,5526,1.08,,,,4.38,,,,
Kepler-172,,5540,0.97,0.85,,,4.39,12.7,,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,6.8194,,
Kepler-172,,5355,0.98,,,,4.39,,,,
Kepler-172,,5324,1.09,,,-0.067,,,,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,1.5974,,
Kepler-172,,5429,1.09,0.95,,-0.032,4.34,,1.0353,,
Kepler-172,,5355,0.98,,,,4.39,,,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,1.5974,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,1.5866,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,1.5866,,
Kepler-172,,5540,0.97,0.85,,,4.39,12.7,,,
Kepler-172,,,,,,,,,,,
Kepler-172,,,,,,,,,,,
Kepler-172,,5527,1.05,0.96,0.26,,4.38,,0.1927,,
Kepler-172,,5527,1.05,0.96,0.26,,4.38,,0.2849,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,1.5866,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,6.8194,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,6.8194,,
Kepler-172,,5540,0.97,0.85,,,4.39,12.7,,,
Kepler-172,,5355,0.98,,,,4.39,,,,
Kepler-172,,5527,1.05,0.96,0.26,,4.38,,0.1603,,
Kepler-172,,5527,1.05,0.96,0.26,,4.38,,0.1106,,
Kepler-172,,5355,0.98,0.86,,,4.39,,,,
Kepler-172,,5583,1.01,0.9,0.02,,4.39,,1.9866,,
Kepler-1720,,5379,0.74,,-0.028,,4.69,,,,
Kepler-1720,,5340,0.79,0.92,,-0.336,4.6,,2.5973,,
Kepler-1720,,5582,0.85,0.94,-0.02,,4.55,,0.5901,,
Kepler-1720,,5582,0.85,0.94,-0.02,,4.55,,0.5901,,
Kepler-1720,,,,,,,,,,,
Kepler-1720,,5582,0.85,0.94,-0.02,,4.55,,0.5901,,
Kepler-1720,,5573,0.84,0.94,-0.04,,4.56,,2.2162,,
Kepler-1720,,5379,0.81,,,,4.58,,,,
Kepler-1720,,5578,,,-0.08,,4.8,,,1.3,
Kepler-1720,,5545,0.8,0.91,,,4.59,0.5,,,
Kepler-1720,,5379,0.81,,,,4.58,,,,
Kepler-1721,,5361,0.8,0.89,-0.04,,4.58,,3.4646,,
Kepler-1721,,5187,0.76,,,,4.61,,,,
Kepler-1721,,5361,0.8,0.89,-0.04,,4.58,,3.4646,,
Kepler-1721,,5187,0.76,,,,4.61,,,,
Kepler-1721,,5187,0.71,,-0.043,,4.7,,,,
Kepler-1721,,5361,0.8,0.89,-0.04,,4.58,,3.4646,,
Kepler-1721,,,,,,,,,,,
Kepler-1721,,5168,0.78,0.87,,-0.407,4.59,,2.5751,,
Kepler-1721,,5321,0.75,0.85,,,4.62,0.7,,,
Kepler-1721,,5351,0.8,0.89,-0.04,,4.58,,3.5888,,
Kepler-1722,,,,,,,,,,,
Kepler-1722,,5406,0.94,0.94,,-0.17,4.47,,1.6071,,
Kepler-1722,,5500,0.8,0.86,-0.2,,4.57,,7.3311,,
Kepler-1722,,5500,0.8,0.86,-0.2,,4.57,,7.3311,,
Kepler-1722,,5281,0.76,,,,4.59,,,,
Kepler-1722,,5281,0.76,,,,4.59,,,,
Kepler-1722,,5281,0.83,,-0.203,,4.58,,,,
Kepler-1722,,5506,0.79,0.88,-0.2,,4.58,,4.4402,,
Kepler-1722,,5500,0.8,0.86,-0.2,,4.57,,7.3311,,
Kepler-1722,,5506,0.8,0.9,,,4.58,1.4,,,
Kepler-1723,,,,,,,,,,,
Kepler-1723,,5665.31,1.08,1.01,-0.097,0.034,4.38,,1.1323,,
Kepler-1723,,6072,1.01,0.96,-0.3,,4.41,,0.2923,,
Kepler-1723,,5810,0.96,,,,4.43,,,,
Kepler-1723,,5810,1.08,,-0.301,,4.41,,,,
Kepler-1723,,6089,1.06,1.04,,,4.4,3.3,,,
Kepler-1723,,6072,1.01,0.96,-0.3,,4.41,,2.9128,,
Kepler-1723,,6072,1.01,0.96,-0.3,,4.41,,0.2923,,
Kepler-1723,,5810,0.96,,,,4.43,,,,
Kepler-1723,,6072,1.01,0.96,-0.3,,4.41,,0.2923,,
Kepler-1724,,5820,0.89,,,,4.53,,,,
Kepler-1724,,5820,0.92,,-0.233,,4.54,,,,
Kepler-1724,,6092,0.94,1.02,-0.22,,4.5,,0.9727,,
Kepler-1724,,6092,0.94,1.02,-0.22,,4.5,,1.7003,,
Kepler-1724,,6099,0.97,1.07,,,4.49,0.3,,,
Kepler-1724,,6092,0.94,1.02,-0.22,,4.5,,1.7003,,
Kepler-1724,,,,,,,,,,,
Kepler-1724,,5820,0.89,,,,4.53,,,,
Kepler-1724,,6092,0.94,1.02,-0.22,,4.5,,1.7003,,
Kepler-1724,,5726,1.08,1.02,,0.055,4.38,,1.1321,,
Kepler-1725,,6108,1.03,1.13,0.07,,4.47,,4.1975,,
Kepler-1725,,6020,1.08,1.05,0,,4.39,,3.042,,
Kepler-1725,,6065,1.07,,-0.034,,4.42,,,,
Kepler-1725,,6108,1.03,1.13,0.07,,4.47,,4.1975,,
Kepler-1725,,6129,1.13,,,,4.4,,,,
Kepler-1725,,6129,1.13,1.18,,,4.4,0.89,,,
Kepler-1725,,6129,1.13,,,,4.4,,,,
Kepler-1725,,,,,,,,,,,
Kepler-1725,,6161,1.1,1.17,,0.199,4.42,,1.2289,,
Kepler-1725,,6108,1.03,1.13,0.07,,4.47,,4.1975,,
Kepler-1726,,5276,0.89,,,,4.47,,,,
Kepler-1726,,5276,0.89,,,,4.47,,,,
Kepler-1726,,5470,0.88,0.85,-0.08,,4.48,,5.2622,,
Kepler-1726,,5276,0.96,,-0.084,,4.47,,,,
Kepler-1726,,5444,0.88,0.83,,,4.47,10.9,,,
Kepler-1726,,5470,0.88,0.85,-0.08,,4.48,,5.2622,,
Kepler-1726,,5338,0.76,0.92,,-0.37,4.64,,2.91,,
Kepler-1726,,,,,,,,,,,
Kepler-1726,,5316,0.8,0.88,0,,4.57,,1.1641,,
Kepler-1726,,5470,0.88,0.85,-0.08,,4.48,,5.2622,,
Kepler-1727,,5331,0.82,0.81,,,4.52,9.7,,,
Kepler-1727,,5136,0.87,,-0.113,,4.53,,,,
Kepler-1727,,5136,0.79,,,,4.54,,,,
Kepler-1727,,5136,0.79,,,,4.54,,,,
Kepler-1727,,5349,0.82,0.82,-0.12,,4.53,,2.7117,,
Kepler-1727,,,,,,,,,,,
Kepler-1727,,5349,0.82,0.82,-0.12,,4.53,,2.7117,,
Kepler-1727,,5349,0.82,0.82,-0.12,,4.53,,2.6661,,
Kepler-1727,,5349,0.82,0.82,-0.12,,4.53,,2.7117,,
Kepler-1727,,5298.27,0.89,0.91,0.174,-0.251,4.5,,1.824,,
Kepler-1728,,5170,0.81,0.89,0.18,,4.57,,1.7992,,
Kepler-1728,,4997,0.82,,0.186,,4.57,,,,
Kepler-1728,,5021,0.82,0.83,,-0.416,4.53,,2.134,,
Kepler-1728,,4997,0.79,,,,4.58,,,,
Kepler-1728,,5170,0.81,0.89,0.18,,4.57,,1.7992,,
Kepler-1728,,5170,0.81,0.89,0.18,,4.57,,1.7992,,
Kepler-1728,,5073,0.74,0.75,,,4.57,12.8,,,
Kepler-1728,,5170,0.81,0.89,0.18,,4.57,,3.4523,,
Kepler-1728,,4997,0.79,,,,4.58,,,,
Kepler-1728,,,,,,,,,,,
Kepler-1729,,3861,0.52,0.55,-0.05,,4.75,,0.5542,,
Kepler-1729,,3861,0.52,0.55,-0.05,,4.75,,0.5542,,
Kepler-1729,,,,,,,,,,,
Kepler-1729,,4198,0.47,,,,4.81,,,,
Kepler-1729,,4414,0.8,0.69,,-0.663,4.47,,1.9231,,
Kepler-1729,,4198,0.45,,-0.744,,4.86,,,,
Kepler-1729,,4198,0.47,,,,4.81,,,,
Kepler-1729,,3861,0.52,0.55,-0.05,,4.75,,0.5542,,
Kepler-1729,,3837,0.52,0.54,-0.06,,4.75,,0.5702,,
Kepler-1729,,4389,0.56,0.63,,,4.74,1.2,,,
Kepler-173,,6032,0.94,0.79,-0.78,,4.39,,2.3696,,
Kepler-173,,5802,0.87,,,,4.45,,,,
Kepler-173,,5628,1.1,,,0.036,,,,,
Kepler-173,,5802,0.87,0.78,,,4.45,,,,
Kepler-173,,6031,0.95,,,,4.4,,,,
Kepler-173,,5629.05,1.14,1,0.036,0.074,4.32,,0.9405,,
Kepler-173,,6032,0.94,0.79,-0.78,,4.39,,2.3696,,
Kepler-173,,6032,0.94,0.79,-0.78,,4.39,,2.5084,,
Kepler-173,,5926,1.06,1.04,-0.01,,4.4,3.98,,,
Kepler-173,,6117,1.08,1.06,,,4.39,3.3,,,
Kepler-173,,6032,0.94,0.79,-0.78,,4.39,,2.6695,,
Kepler-173,,5802,0.87,,,,4.45,,,,
Kepler-173,,6117,1.08,1.06,,,4.39,3.3,,,
Kepler-173,,6032,0.94,0.79,-0.78,,4.39,,2.3696,,
Kepler-173,,5941,1.1,,,,,,,,
Kepler-173,,,,,,,,,,,
Kepler-173,,6032,0.94,0.79,-0.78,,4.39,,2.6695,,
Kepler-173,,5802,1.08,,-0.786,,4.4,,,,
Kepler-173,,6032,0.94,0.79,-0.78,,4.39,,2.6695,,
Kepler-173,,,,,,,,,,,
Kepler-173,,6032,0.94,0.79,-0.78,,4.39,,2.5817,,
Kepler-1730,,5942,1.14,1.01,-0.04,,4.33,,1.3896,,
Kepler-1730,,5942,1.14,1.01,-0.04,,4.33,,1.2372,,
Kepler-1730,,5692,1.11,,,,4.33,,,,
Kepler-1730,,5692,1.17,,-0.043,,4.33,,,,
Kepler-1730,,5942,1.14,1.01,-0.04,,4.33,,1.3896,,
Kepler-1730,,5692,1.11,,,,4.33,,,,
Kepler-1730,,5598,1.16,0.99,,0.075,4.31,,0.8979,,
Kepler-1730,,5908,1.11,0.97,,,4.33,7.4,,,
Kepler-1730,,,,,,,,,,,
Kepler-1730,,5942,1.14,1.01,-0.04,,4.33,,1.3896,,
Kepler-1731,,4919,0.72,0.72,-0.18,,4.58,,95.3451,,
Kepler-1731,,4919,0.72,0.72,-0.18,,4.58,,95.3451,,
Kepler-1731,,,,,,,,,,,
Kepler-1731,,4917,0.7,0.71,,,4.6,13.9,,,
Kepler-1731,,4845,0.79,,-0.175,,4.58,,,,
Kepler-1731,,4859,0.72,0.78,0,,4.61,,102.8653,,
Kepler-1731,,4845,,,,,4.6,,,,
Kepler-1731,,4923.57,0.69,0.81,0.079,-0.6,4.67,,3.4811,,
Kepler-1731,,4919,0.72,0.72,-0.18,,4.58,,95.3451,,
Kepler-1732,,5739,0.96,,,,4.47,,,,
Kepler-1732,,,,,,,,,,,
Kepler-1732,,5973,0.96,1.01,,,4.48,2,,,
Kepler-1732,,5739,0.96,,,,4.47,,,,
Kepler-1732,,5739,0.99,,-0.057,,4.48,,,,
Kepler-1732,,5821,1.49,1.04,0.04,,4.11,,0.0787,,
Kepler-1732,,6000,0.97,1.04,-0.06,,4.48,,0.2718,,
Kepler-1732,,5838.73,1.37,1.05,0.095,0.296,4.18,,0.5711,,
Kepler-1732,,6000,0.97,1.04,-0.06,,4.48,,0.2718,,
Kepler-1732,,6000,0.97,1.04,-0.06,,4.48,,0.2718,,
Kepler-1733,,6205,0.75,,-0.147,,4.72,,,,
Kepler-1733,,6363,1.03,1.08,-0.26,,4.44,,6.8409,,
Kepler-1733,,6320,1.25,1.27,0.24,,4.35,,7.3586,,
Kepler-1733,,6276.71,1.39,1.23,0.14,0.43,4.24,,0.6497,,
Kepler-1733,,6409,1.1,1.17,,,4.42,0.2,,,
Kepler-1733,,,,,,,,,,,
Kepler-1733,,6205,0.98,,,,4.49,,,,
Kepler-1733,,6363,1.03,1.08,-0.26,,4.44,,6.8409,,
Kepler-1733,,6205,0.98,,,,4.49,,,,
Kepler-1733,,6363,1.03,1.08,-0.26,,4.44,,6.8409,,
Kepler-1734,,6050,0.95,1.05,,,4.5,0.3,,,
Kepler-1734,,6061,0.97,1.05,-0.1,,4.49,,0.8182,,
Kepler-1734,,5825,0.91,,,,4.52,,,,
Kepler-1734,,5910.67,1.13,1.08,-0.076,0.144,4.37,,1.0675,,
Kepler-1734,,,,,,,,,,,
Kepler-1734,,5825,0.91,,,,4.52,,,,
Kepler-1734,,6061,0.97,1.05,-0.1,,4.49,,0.8182,,
Kepler-1734,,5825,0.76,,-0.054,,4.69,,,,
Kepler-1734,,6061,0.97,1.05,-0.1,,4.49,,0.8182,,
Kepler-1734,,6061,0.97,1.05,-0.1,,4.49,,0.9553,,
Kepler-1735,,3978,0.55,,,,4.73,,,,
Kepler-1735,,3978,0.67,,0.136,,4.52,,,,
Kepler-1735,,3939,0.52,0.54,-0.25,,4.74,,8.8891,,
Kepler-1735,,3975,0.51,0.54,-0.34,,4.75,,10.7683,,
Kepler-1735,,3978,0.55,,,,4.73,,,,
Kepler-1735,,3939,0.52,0.54,-0.25,,4.74,,8.8891,,
Kepler-1735,,4072,0.53,0.55,,,4.74,14,,,
Kepler-1735,,3888,0.56,0.55,,-1.193,4.69,,4.4811,,
Kepler-1735,,3939,0.52,0.54,-0.25,,4.74,,8.8891,,
Kepler-1735,,,,,,,,,,,
Kepler-1736,,6099,1.01,1.06,,,4.46,1.7,,,
Kepler-1736,,6085,0.97,0.98,-0.28,,4.45,,0.5191,,
Kepler-1736,,5835,1.02,,-0.278,,4.45,,,,
Kepler-1736,,5835,0.98,,,,4.41,,,,
Kepler-1736,,6085,0.97,0.98,-0.28,,4.45,,0.5191,,
Kepler-1736,,6085,0.97,0.98,-0.28,,4.45,,0.5084,,
Kepler-1736,,,,,,,,,,,
Kepler-1736,,6085,0.97,0.98,-0.28,,4.45,,0.5191,,
Kepler-1736,,5804.06,1.57,1.04,0.028,0.402,4.06,,0.378,,
Kepler-1736,,5835,0.98,,,,4.41,,,,
Kepler-1737,,,,,,,,,,,
Kepler-1737,,4934,0.71,0.72,,,4.59,13.7,,,
Kepler-1737,,4886,0.84,,,,4.5,,,,
Kepler-1737,,5043,0.88,0.83,0.3,,4.47,,0.4717,,
Kepler-1737,,5043,0.88,0.83,0.3,,4.47,,0.5255,,
Kepler-1737,,4886,0.84,,,,4.5,,,,
Kepler-1737,,4886,0.91,,0.292,,4.48,,,,
Kepler-1737,,5043,0.88,0.83,0.3,,4.47,,0.5255,,
Kepler-1737,,5043,0.88,0.83,0.3,,4.47,,0.5255,,
Kepler-1738,,5703,1.02,1.02,,-0.005,4.43,,1.3632,,
Kepler-1738,,6063,1,1.08,-0.02,,4.47,,14.0859,,
Kepler-1738,,6063,1,1.08,-0.02,,4.47,,0.6278,,
Kepler-1738,,6040,0.95,1.05,,,4.5,0.3,,,
Kepler-1738,,6063,1,1.08,-0.02,,4.47,,14.0859,,
Kepler-1738,,5833,0.94,,,,4.51,,,,
Kepler-1738,,,,,,,,,,,
Kepler-1738,,6063,1,1.08,-0.02,,4.47,,14.0859,,
Kepler-1738,,5833,0.91,,-0.007,,4.55,,,,
Kepler-1738,,5833,0.94,,,,4.51,,,,
Kepler-1739,,5558,0.7,,,,4.64,,,,
Kepler-1739,,5734,0.77,0.84,-0.48,,4.59,,43.9267,,
Kepler-1739,,,,,,,,,,,
Kepler-1739,,5703,0.87,1.02,,-0.14,4.57,,2.1707,,
Kepler-1739,,5734,0.77,0.84,-0.48,,4.59,,43.9267,,
Kepler-1739,,5558,0.7,,,,4.64,,,,
Kepler-1739,,5734,0.77,0.84,-0.48,,4.59,,43.9267,,
Kepler-1739,,5558,0.55,,-0.439,,4.94,,,,
Kepler-1739,,5810,0.87,0.98,,,4.55,0.4,,,
Kepler-1739,,5757,0.76,0.86,-0.5,,4.6,,38.4411,,
Kepler-174,,4590,0.59,0.58,-0.64,,4.66,,2.8723,,
Kepler-174,,4590,0.59,0.58,-0.64,,4.66,,3.3395,,
Kepler-174,,4859,0.65,0.64,-0.52,,4.62,,3.5026,,
Kepler-174,,,,,,,,,,,
Kepler-174,,4565,0.61,,,,4.65,,,,
Kepler-174,,4565,0.61,,,,4.65,,,,
Kepler-174,,4590,0.59,0.58,-0.64,,4.66,,2.8723,,
Kepler-174,,4859,0.65,0.64,-0.52,,4.62,,2.9615,,
Kepler-174,,4590,0.59,0.58,-0.64,,4.66,,4.9616,,
Kepler-174,,,,,,,,,,,
Kepler-174,,4915.75,0.68,,,-0.611,,,,,
Kepler-174,,4590,0.59,0.58,-0.64,,4.66,,4.9616,,
Kepler-174,,4565,0.61,0.6,,,4.65,0,,,
Kepler-174,,4590,0.59,0.58,-0.64,,4.66,,3.3395,,
Kepler-174,,4693,0.73,,,,,,,,
Kepler-174,,4565,0.61,0.6,,,4.65,0,,,
Kepler-174,,4822,0.76,,-0.556,,4.6,,,,
Kepler-174,,4949,0.68,0.71,-0.36,,4.63,4.9,,,
Kepler-174,,4859,0.65,0.64,-0.52,,4.62,,3.6549,,
Kepler-174,,4724,0.77,0.76,-0.44,-0.57,4.54,,2.3093,,
Kepler-174,,4880,0.62,,,,4.68,,,,
Kepler-174,,4590,0.59,0.58,-0.64,,4.66,,2.8723,,
Kepler-174,,,,,,,,,,,
Kepler-174,,4590,0.59,0.58,-0.64,,4.66,,3.3395,,
Kepler-174,,4565,0.61,0.6,,,4.65,0,,,
Kepler-174,,4565,0.61,,,,4.65,,,,
Kepler-174,,4590,0.59,0.58,-0.64,,4.66,,4.9616,,
Kepler-1740,,5739,0.95,1.04,,,4.5,,,,
Kepler-1740,,5993,0.99,1.09,0.07,,4.49,,0.1756,,
Kepler-1740,,5705,0.91,0.94,-0.06,,4.5,,0.1143,,
Kepler-1740,,5739,0.81,1.04,,,4.64,,,,
Kepler-1740,,5739,0.81,,0.091,,4.64,,,,
Kepler-1740,,,,,,,,,,,
Kepler-1740,,5993,0.99,1.09,0.07,,4.49,,0.1756,,
Kepler-1740,,5714.58,0.93,1.02,-0.104,-0.079,4.51,,1.7817,,
Kepler-1740,,5993,0.99,1.09,0.07,,4.49,,0.1756,,
Kepler-1740,,5739,0.95,,,,4.5,,,,
Kepler-1741,,3852,0.49,,0.146,,4.72,,,,
Kepler-1741,,3712,0.46,0.48,-0.11,,4.79,,18.652,,
Kepler-1741,,3712,0.46,0.48,-0.11,,4.79,,18.652,,
Kepler-1741,,3852,0.53,,,,4.73,,,,
Kepler-1741,,3683,0.42,0.45,-0.22,,4.84,,30.8307,,
Kepler-1741,,3842.11,0.54,0.59,-0.007,-1.242,4.74,,5.2929,,
Kepler-1741,,3712,0.46,0.48,-0.11,,4.79,,18.652,,
Kepler-1741,,3852,0.53,,,,4.73,,,,
Kepler-1741,,4002,0.52,0.54,,,4.74,13.4,,,
Kepler-1741,,,,,,,,,,,
Kepler-1742,,5582,0.87,0.99,,-0.184,4.56,,2.1539,,
Kepler-1742,,5772,0.86,0.97,,,4.55,0.5,,,
Kepler-1742,,5546,0.82,,-0.189,,4.61,,,,
Kepler-1742,,5767,0.85,0.94,-0.18,,4.55,,25.4531,,
Kepler-1742,,5767,0.85,0.94,-0.18,,4.55,,25.4531,,
Kepler-1742,,,,,,,,,,,
Kepler-1742,,5546,0.81,,,,4.58,,,,
Kepler-1742,,5546,0.81,,,,4.58,,,,
Kepler-1742,,5776,0.85,0.94,-0.18,,4.55,,28.511,,
Kepler-1742,,5767,0.85,0.94,-0.18,,4.55,,25.4531,,
Kepler-1743,,,,,,,,,,,
Kepler-1743,,5721,1.84,,,,4,,,,
Kepler-1743,,5721,1.84,1.25,,,4,5.1,,,
Kepler-1743,,,,,,,,,,,
Kepler-1743,,5721,1.84,,,,4,,,,
Kepler-1743,,5720,2.02,1.23,0.24,,3.92,,0.0231,,
Kepler-1743,,5855,1.61,1.27,0.4,,4.12,,0.0232,,
Kepler-1743,,,,,,,,,,,
Kepler-1743,,5720,2.02,1.23,0.24,,3.92,,0.0231,,
Kepler-1743,,5720,2.02,1.23,0.24,,3.92,,0.0231,,
Kepler-1743,,5721,1.84,1.25,,,4,,,,
Kepler-1743,,5624.37,2.1,1,0.197,0.599,3.79,,0.1523,,
Kepler-1743,,5721,1.84,1.25,,,4,5.1,,,
Kepler-1743,,,,,,,,,,,
Kepler-1744,,5986,0.85,0.89,-0.5,,4.53,,1.5637,,
Kepler-1744,,5986,0.85,0.89,-0.5,,4.53,,1.7137,,
Kepler-1744,,5720,0.92,1.05,,,4.53,,,,
Kepler-1744,,,,,,,,,,,
Kepler-1744,,5720,0.81,,,,4.53,,,,
Kepler-1744,,5986,0.85,0.89,-0.5,,4.53,,1.7137,,
Kepler-1744,,5986,0.85,0.89,-0.5,,4.53,,0.9918,,
Kepler-1744,,5623.54,0.94,1,-0.196,-0.098,4.49,,1.6901,,
Kepler-1744,,5986,0.85,0.89,-0.5,,4.53,,1.7137,,
Kepler-1744,,5986,0.85,0.89,-0.5,,4.53,,0.9918,,
Kepler-1744,,5720,0.81,0.81,,,4.53,,,,
Kepler-1744,,,,,,,,,,,
Kepler-1744,,5986,0.85,0.89,-0.5,,4.53,,1.6253,,
Kepler-1744,,5720,0.92,,-0.508,,4.53,,,,
Kepler-1744,,5986,0.85,0.89,-0.5,,4.53,,0.9918,,
Kepler-1744,,5720,0.92,1.05,,,4.53,,,,
Kepler-1744,,5720,0.81,,,,4.53,,,,
Kepler-1745,,5611,1.4,0.99,0.16,,4.14,,0.4007,,
Kepler-1745,,6013,0.98,1.03,,,4.47,2.1,,,
Kepler-1745,,5572.72,1.08,0.98,0.031,0.007,4.36,,1.0941,,
Kepler-1745,,,,,,,,,,,
Kepler-1745,,6043,1,1.06,-0.04,,4.46,,0.9397,,
Kepler-1745,,5778,1,,,,4.44,,,,
Kepler-1745,,5778,0.99,,-0.045,,4.47,,,,
Kepler-1745,,6043,1,1.06,-0.04,,4.46,,0.9397,,
Kepler-1745,,6043,1,1.06,-0.04,,4.46,,0.9397,,
Kepler-1745,,5778,1,,,,4.44,,,,
Kepler-1746,,6169,1.15,,,,4.38,,,,
Kepler-1746,,5982,0.9,0.87,-0.5,,4.47,,9.8042,,
Kepler-1746,,,,,,,,,,,
Kepler-1746,,6270.99,1.5,1.22,-0.244,0.496,4.17,,0.51,,
Kepler-1746,,6169,1.15,,,,4.38,,,,
Kepler-1746,,6169,1.17,1.14,,,4.36,,,,
Kepler-1746,,6018,1.29,1.09,0.06,,4.26,,8.4897,,
Kepler-1746,,5982,0.9,0.87,-0.5,,4.47,,9.8042,,
Kepler-1746,,5982,0.9,0.87,-0.5,,4.47,,9.8042,,
Kepler-1747,,5279,0.83,,,,4.57,,,,
Kepler-1747,,5363,0.76,0.86,,,4.61,0.7,,,
Kepler-1747,,5279,0.61,,0.213,,4.83,,,,
Kepler-1747,,5477,0.86,0.98,0.21,,4.56,,3.279,,
Kepler-1747,,5477,0.86,0.98,0.21,,4.56,,14.1701,,
Kepler-1747,,5477,0.86,0.98,0.21,,4.56,,14.1701,,
Kepler-1747,,5174,0.98,0.88,,-0.205,4.4,,1.3079,,
Kepler-1747,,5477,0.86,0.98,0.21,,4.56,,14.1701,,
Kepler-1747,,,,,,,,,,,
Kepler-1747,,5279,0.83,,,,4.57,,,,
Kepler-1748,,5376,0.77,0.93,,-0.35,4.63,,2.8625,,
Kepler-1748,,,,,,,,,,,
Kepler-1748,,5774,0.86,0.92,-0.22,,4.53,,5.1594,,
Kepler-1748,,5774,0.86,0.92,-0.22,,4.53,,5.1594,,
Kepler-1748,,5542,0.91,1.03,,,4.53,,,,
Kepler-1748,,5542,0.91,,-0.209,,4.53,,,,
Kepler-1748,,5774,0.86,0.92,-0.22,,4.53,,5.1594,,
Kepler-1748,,5774,0.86,0.92,-0.22,,4.53,,0.7047,,
Kepler-1748,,5542,0.84,,,,4.54,,,,
Kepler-1748,,5542,0.84,0.89,,,4.54,,,,
Kepler-1749,,4023,0.57,0.59,-0.11,,4.7,,1.9351,,
Kepler-1749,,4166,0.54,0.57,,,4.73,13.9,,,
Kepler-1749,,4238.82,0.62,0.66,0.143,-0.95,4.67,,3.882,,
Kepler-1749,,4036,0.54,,,,4.73,,,,
Kepler-1749,,4166,0.54,0.57,,,4.73,13.9,,,
Kepler-1749,,,,,,,,,,,
Kepler-1749,,4023,0.57,0.59,-0.11,,4.7,,1.9351,,
Kepler-1749,,4036,0.54,,,,4.73,,,,
Kepler-1749,,4036,0.75,,-0.187,,4.47,,,,
Kepler-1749,,3957,0.55,0.55,-0.16,,4.69,,1.052,,
Kepler-1749,,,,,,,,,,,
Kepler-1749,,4023,0.57,0.59,-0.11,,4.7,,1.9351,,
Kepler-1749,,,,,,,,,,,
Kepler-1749,,,,,,,,,,,
Kepler-175,,5807,0.94,,-0.023,,4.52,,,,
Kepler-175,,5539.5,1.34,,,0.185,,,,,
Kepler-175,,6063,1,1.08,-0.02,,4.47,,1.0294,,
Kepler-175,,5807,0.93,1.04,,,4.51,,,,
Kepler-175,,5807,0.93,,,,4.51,,,,
Kepler-175,,5721,1.27,1.02,,0.194,4.24,,0.6976,,
Kepler-175,,6029,0.95,1.04,,,4.5,0.4,,,
Kepler-175,,6063,1,1.08,-0.02,,4.47,,0.7527,,
Kepler-175,,5735,1.21,,,,,,,,
Kepler-175,,5807,0.93,,,,4.51,,,,
Kepler-175,,6063,1,1.08,-0.02,,4.47,,0.7527,,
Kepler-175,,,,,,,,,,,
Kepler-175,,6063,1,1.08,-0.02,,4.47,,0.7527,,
Kepler-175,,6063,1,1.08,-0.02,,4.47,,0.1441,,
Kepler-175,,6029,0.95,1.04,,,4.5,0.4,,,
Kepler-175,,6063,1,1.08,-0.02,,4.47,,0.1441,,
Kepler-175,,6018,1.17,1.12,0.1,,4.35,3.39,,,
Kepler-175,,6063,1,1.08,-0.02,,4.47,,0.719,,
Kepler-175,,6064,1.01,,,,4.47,,,,
Kepler-175,,,,,,,,,,,
Kepler-175,,6063,1,1.08,-0.02,,4.47,,0.1441,,
Kepler-1750,,,,,,,,,,,
Kepler-1750,,5717,0.9,0.85,-0.3,,4.46,,0.7551,,
Kepler-1750,,5644,0.97,0.98,0.14,,4.46,,1.8788,,
Kepler-1750,,5595,0.86,,-0.049,,4.58,,,,
Kepler-1750,,5595,0.87,,,,4.54,,,,
Kepler-1750,,5803,0.87,0.98,,,4.55,0.5,,,
Kepler-1750,,5595,0.87,,,,4.54,,,,
Kepler-1750,,5474,1.19,0.96,,0.061,4.27,,0.7972,,
Kepler-1750,,5717,0.9,0.85,-0.3,,4.46,,0.7551,,
Kepler-1750,,5717,0.9,0.85,-0.3,,4.46,,0.7551,,
Kepler-1751,,,,,,,,,,,
Kepler-1751,,6066,1,1.04,,,4.46,1.9,,,
Kepler-1751,,5732,1.06,1.02,,0.036,4.4,,1.2177,,
Kepler-1751,,6052,0.97,0.97,-0.26,,4.46,,0.9979,,
Kepler-1751,,5791,0.95,,,,4.45,,,,
Kepler-1751,,5791,1.01,,-0.252,,4.46,,,,
Kepler-1751,,6052,0.97,0.97,-0.26,,4.46,,1.1059,,
